time,beam_poa_w_m2,diffuse_poa_w_m2,reflected_poa_w_m2,H_sun,temp_air_c,wind_speed_m_s,Int,date,poa_w_m2
20180101:0009,0.0,0.0,0.0,0.0,13.12,4.76,0.0,2018-01-01 00:09:00,0.0
20180101:0109,0.0,0.0,0.0,0.0,12.68,5.03,0.0,2018-01-01 01:09:00,0.0
20180101:0209,0.0,0.0,0.0,0.0,12.17,4.62,0.0,2018-01-01 02:09:00,0.0
20180101:0309,0.0,0.0,0.0,0.0,11.42,4.41,0.0,2018-01-01 03:09:00,0.0
20180101:0409,0.0,0.0,0.0,0.0,10.77,4.48,0.0,2018-01-01 04:09:00,0.0
20180101:0509,0.0,0.0,0.0,0.0,10.23,4.41,0.0,2018-01-01 05:09:00,0.0
20180101:0609,0.0,0.0,0.0,0.0,9.6,4.55,0.0,2018-01-01 06:09:00,0.0
20180101:0709,80.5,25.33,0.38,3.69,9.53,4.97,0.0,2018-01-01 07:09:00,106.21
20180101:0809,207.75,126.73,2.0,14.89,11.01,5.03,0.0,2018-01-01 08:09:00,336.48
20180101:0909,283.22,211.97,3.39,24.81,14.6,5.1,0.0,2018-01-01 09:09:00,498.58000000000004
20180101:1009,444.99,249.2,4.8,32.77,18.48,5.86,0.0,2018-01-01 10:09:00,698.99
20180101:1109,783.76,159.68,6.29,37.85,21.48,6.55,0.0,2018-01-01 11:09:00,949.73
20180101:1209,690.69,219.7,6.2,39.18,23.51,6.76,0.0,2018-01-01 12:09:00,916.5900000000001
20180101:1309,478.96,274.88,5.3,36.47,24.91,6.69,0.0,2018-01-01 13:09:00,759.1399999999999
20180101:1409,722.44,104.2,5.24,30.28,25.6,6.83,0.0,2018-01-01 14:09:00,831.8800000000001
20180101:1509,225.9,188.4,2.82,21.54,25.53,7.1,0.0,2018-01-01 15:09:00,417.12
20180101:1609,117.43,97.59,1.28,11.11,24.8,7.1,0.0,2018-01-01 16:09:00,216.3
20180101:1709,0.0,0.0,0.0,0.0,23.15,6.21,0.0,2018-01-01 17:09:00,0.0
20180101:1809,0.0,0.0,0.0,0.0,21.38,6.34,0.0,2018-01-01 18:09:00,0.0
20180101:1909,0.0,0.0,0.0,0.0,19.84,6.83,0.0,2018-01-01 19:09:00,0.0
20180101:2009,0.0,0.0,0.0,0.0,18.45,6.97,0.0,2018-01-01 20:09:00,0.0
20180101:2109,0.0,0.0,0.0,0.0,17.22,6.62,0.0,2018-01-01 21:09:00,0.0
20180101:2209,0.0,0.0,0.0,0.0,16.01,6.28,0.0,2018-01-01 22:09:00,0.0
20180101:2309,0.0,0.0,0.0,0.0,15.05,6.0,0.0,2018-01-01 23:09:00,0.0
20180102:0009,0.0,0.0,0.0,0.0,14.16,5.93,0.0,2018-01-02 00:09:00,0.0
20180102:0109,0.0,0.0,0.0,0.0,13.46,6.21,0.0,2018-01-02 01:09:00,0.0
20180102:0209,0.0,0.0,0.0,0.0,12.81,6.55,0.0,2018-01-02 02:09:00,0.0
20180102:0309,0.0,0.0,0.0,0.0,12.27,7.03,0.0,2018-01-02 03:09:00,0.0
20180102:0409,0.0,0.0,0.0,0.0,11.77,7.24,0.0,2018-01-02 04:09:00,0.0
20180102:0509,0.0,0.0,0.0,0.0,11.25,7.1,0.0,2018-01-02 05:09:00,0.0
20180102:0609,0.0,0.0,0.0,0.0,10.7,6.83,0.0,2018-01-02 06:09:00,0.0
20180102:0709,44.52,25.14,0.32,3.65,10.23,7.17,0.0,2018-01-02 07:09:00,69.97999999999999
20180102:0809,298.42,105.11,2.22,14.87,11.24,7.1,0.0,2018-01-02 08:09:00,405.75000000000006
20180102:0909,531.31,129.82,4.08,24.81,13.82,7.24,0.0,2018-01-02 09:09:00,665.2099999999999
20180102:1009,680.08,155.84,5.45,32.8,16.7,8.0,0.0,2018-01-02 10:09:00,841.3700000000001
20180102:1109,761.48,173.86,6.26,37.91,19.08,8.07,0.0,2018-01-02 11:09:00,941.6
20180102:1209,832.15,152.41,6.59,39.27,20.91,8.14,0.0,2018-01-02 12:09:00,991.15
20180102:1309,813.99,132.44,6.24,36.59,22.14,8.34,0.0,2018-01-02 13:09:00,952.6700000000001
20180102:1409,571.52,176.0,4.87,30.41,22.81,8.48,0.0,2018-01-02 14:09:00,752.39
20180102:1509,311.75,173.2,3.11,21.68,22.9,8.28,0.0,2018-01-02 15:09:00,488.06
20180102:1609,283.17,69.38,1.7,11.25,22.45,7.59,0.0,2018-01-02 16:09:00,354.25
20180102:1709,0.0,0.0,0.0,0.0,20.93,5.79,0.0,2018-01-02 17:09:00,0.0
20180102:1809,0.0,0.0,0.0,0.0,18.93,5.52,0.0,2018-01-02 18:09:00,0.0
20180102:1909,0.0,0.0,0.0,0.0,17.72,5.72,0.0,2018-01-02 19:09:00,0.0
20180102:2009,0.0,0.0,0.0,0.0,16.32,6.07,0.0,2018-01-02 20:09:00,0.0
20180102:2109,0.0,0.0,0.0,0.0,15.04,6.28,0.0,2018-01-02 21:09:00,0.0
20180102:2209,0.0,0.0,0.0,0.0,13.85,6.14,0.0,2018-01-02 22:09:00,0.0
20180102:2309,0.0,0.0,0.0,0.0,12.74,5.66,0.0,2018-01-02 23:09:00,0.0
20180103:0009,0.0,0.0,0.0,0.0,11.75,5.31,0.0,2018-01-03 00:09:00,0.0
20180103:0109,0.0,0.0,0.0,0.0,10.87,5.1,0.0,2018-01-03 01:09:00,0.0
20180103:0209,0.0,0.0,0.0,0.0,10.07,5.24,0.0,2018-01-03 02:09:00,0.0
20180103:0309,0.0,0.0,0.0,0.0,9.44,5.59,0.0,2018-01-03 03:09:00,0.0
20180103:0409,0.0,0.0,0.0,0.0,9.02,6.0,0.0,2018-01-03 04:09:00,0.0
20180103:0509,0.0,0.0,0.0,0.0,8.8,6.28,0.0,2018-01-03 05:09:00,0.0
20180103:0609,0.0,0.0,0.0,0.0,8.74,6.28,0.0,2018-01-03 06:09:00,0.0
20180103:0709,48.78,24.33,0.32,3.62,8.96,5.86,0.0,2018-01-03 07:09:00,73.42999999999999
20180103:0809,316.64,98.59,2.26,14.85,10.32,5.45,0.0,2018-01-03 08:09:00,417.49
20180103:0909,530.72,129.72,4.08,24.81,13.62,5.66,0.0,2018-01-03 09:09:00,664.5200000000001
20180103:1009,679.33,155.69,5.45,32.83,17.1,6.69,0.0,2018-01-03 10:09:00,840.47
20180103:1109,776.35,168.06,6.31,37.98,19.57,6.97,0.0,2018-01-03 11:09:00,950.72
20180103:1209,846.76,146.37,6.64,39.37,21.37,6.62,0.0,2018-01-03 12:09:00,999.77
20180103:1309,805.62,137.16,6.23,36.71,22.57,6.14,0.0,2018-01-03 13:09:00,949.01
20180103:1409,595.81,167.13,4.96,30.54,23.22,5.79,0.0,2018-01-03 14:09:00,767.9
20180103:1509,488.17,111.03,3.57,21.81,23.43,5.45,0.0,2018-01-03 15:09:00,602.7700000000001
20180103:1609,239.79,82.39,1.62,11.39,23.06,5.24,0.0,2018-01-03 16:09:00,323.8
20180103:1709,0.0,0.0,0.0,0.0,21.77,4.34,0.0,2018-01-03 17:09:00,0.0
20180103:1809,0.0,0.0,0.0,0.0,19.8,4.34,0.0,2018-01-03 18:09:00,0.0
20180103:1909,0.0,0.0,0.0,0.0,18.76,4.83,0.0,2018-01-03 19:09:00,0.0
20180103:2009,0.0,0.0,0.0,0.0,17.5,5.1,0.0,2018-01-03 20:09:00,0.0
20180103:2109,0.0,0.0,0.0,0.0,16.33,5.03,0.0,2018-01-03 21:09:00,0.0
20180103:2209,0.0,0.0,0.0,0.0,15.16,4.69,0.0,2018-01-03 22:09:00,0.0
20180103:2309,0.0,0.0,0.0,0.0,14.01,4.34,0.0,2018-01-03 23:09:00,0.0
20180104:0009,0.0,0.0,0.0,0.0,12.91,4.14,0.0,2018-01-04 00:09:00,0.0
20180104:0109,0.0,0.0,0.0,0.0,11.85,4.14,0.0,2018-01-04 01:09:00,0.0
20180104:0209,0.0,0.0,0.0,0.0,10.94,4.34,0.0,2018-01-04 02:09:00,0.0
20180104:0309,0.0,0.0,0.0,0.0,10.22,4.62,0.0,2018-01-04 03:09:00,0.0
20180104:0409,0.0,0.0,0.0,0.0,9.62,4.76,0.0,2018-01-04 04:09:00,0.0
20180104:0509,0.0,0.0,0.0,0.0,9.06,4.83,0.0,2018-01-04 05:09:00,0.0
20180104:0609,0.0,0.0,0.0,0.0,8.61,4.9,0.0,2018-01-04 06:09:00,0.0
20180104:0709,44.86,24.05,0.31,3.59,8.38,4.97,0.0,2018-01-04 07:09:00,69.22
20180104:0809,303.29,100.07,2.21,14.83,9.62,4.97,0.0,2018-01-04 08:09:00,405.57
20180104:0909,522.2,130.42,4.04,24.82,13.01,5.31,0.0,2018-01-04 09:09:00,656.66
20180104:1009,684.38,149.35,5.44,32.87,16.6,5.86,0.0,2018-01-04 10:09:00,839.1700000000001
20180104:1109,782.54,159.21,6.3,38.05,19.27,6.14,0.0,2018-01-04 11:09:00,948.05
20180104:1209,837.13,147.11,6.6,39.47,21.12,5.86,0.0,2018-01-04 12:09:00,990.84
20180104:1309,758.41,156.94,6.09,36.84,22.35,5.24,0.0,2018-01-04 13:09:00,921.4399999999999
20180104:1409,590.14,166.46,4.93,30.68,23.07,4.55,0.0,2018-01-04 14:09:00,761.53
20180104:1509,475.27,113.95,3.53,21.96,23.37,4.07,0.0,2018-01-04 15:09:00,592.75
20180104:1609,223.66,85.71,1.59,11.53,23.18,3.52,0.0,2018-01-04 16:09:00,310.96
20180104:1709,0.0,0.0,0.0,0.0,22.15,2.41,0.0,2018-01-04 17:09:00,0.0
20180104:1809,0.0,0.0,0.0,0.0,20.56,2.34,0.0,2018-01-04 18:09:00,0.0
20180104:1909,0.0,0.0,0.0,0.0,19.03,2.48,0.0,2018-01-04 19:09:00,0.0
20180104:2009,0.0,0.0,0.0,0.0,17.2,2.69,0.0,2018-01-04 20:09:00,0.0
20180104:2109,0.0,0.0,0.0,0.0,15.57,2.83,0.0,2018-01-04 21:09:00,0.0
20180104:2209,0.0,0.0,0.0,0.0,14.07,2.9,0.0,2018-01-04 22:09:00,0.0
20180104:2309,0.0,0.0,0.0,0.0,12.73,2.97,0.0,2018-01-04 23:09:00,0.0
20180105:0009,0.0,0.0,0.0,0.0,11.54,3.1,0.0,2018-01-05 00:09:00,0.0
20180105:0109,0.0,0.0,0.0,0.0,10.47,3.24,0.0,2018-01-05 01:09:00,0.0
20180105:0209,0.0,0.0,0.0,0.0,9.54,3.31,0.0,2018-01-05 02:09:00,0.0
20180105:0309,0.0,0.0,0.0,0.0,8.62,3.24,0.0,2018-01-05 03:09:00,0.0
20180105:0409,0.0,0.0,0.0,0.0,7.71,3.24,0.0,2018-01-05 04:09:00,0.0
20180105:0509,0.0,0.0,0.0,0.0,6.81,3.24,0.0,2018-01-05 05:09:00,0.0
20180105:0609,0.0,0.0,0.0,0.0,5.98,3.24,0.0,2018-01-05 06:09:00,0.0
20180105:0709,44.96,24.05,0.31,3.56,5.6,3.24,0.0,2018-01-05 07:09:00,69.32000000000001
20180105:0809,299.12,102.39,2.21,14.83,6.76,2.62,0.0,2018-01-05 08:09:00,403.71999999999997
20180105:0909,543.37,120.95,4.09,24.84,11.65,2.0,0.0,2018-01-05 09:09:00,668.4100000000001
20180105:1009,686.4,149.32,5.46,32.91,17.55,1.72,0.0,2018-01-05 10:09:00,841.1800000000001
20180105:1109,771.53,167.49,6.3,38.13,20.17,1.45,0.0,2018-01-05 11:09:00,945.3199999999999
20180105:1209,843.03,145.87,6.63,39.59,21.32,0.83,0.0,2018-01-05 12:09:00,995.53
20180105:1309,748.56,163.93,6.09,36.97,22.07,0.76,0.0,2018-01-05 13:09:00,918.58
20180105:1409,666.21,132.88,5.14,30.83,22.64,1.31,0.0,2018-01-05 14:09:00,804.23
20180105:1509,486.64,111.62,3.59,22.1,22.87,1.93,0.0,2018-01-05 15:09:00,601.85
20180105:1609,107.94,101.71,1.31,11.67,22.67,2.34,0.0,2018-01-05 16:09:00,210.95999999999998
20180105:1709,0.0,0.0,0.0,0.0,21.83,2.41,0.0,2018-01-05 17:09:00,0.0
20180105:1809,0.0,0.0,0.0,0.0,20.28,2.83,0.0,2018-01-05 18:09:00,0.0
20180105:1909,0.0,0.0,0.0,0.0,19.01,2.9,0.0,2018-01-05 19:09:00,0.0
20180105:2009,0.0,0.0,0.0,0.0,17.54,2.97,0.0,2018-01-05 20:09:00,0.0
20180105:2109,0.0,0.0,0.0,0.0,16.1,3.1,0.0,2018-01-05 21:09:00,0.0
20180105:2209,0.0,0.0,0.0,0.0,14.67,3.1,0.0,2018-01-05 22:09:00,0.0
20180105:2309,0.0,0.0,0.0,0.0,13.26,2.9,0.0,2018-01-05 23:09:00,0.0
20180106:0009,0.0,0.0,0.0,0.0,11.86,2.69,0.0,2018-01-06 00:09:00,0.0
20180106:0109,0.0,0.0,0.0,0.0,10.62,2.55,0.0,2018-01-06 01:09:00,0.0
20180106:0209,0.0,0.0,0.0,0.0,9.62,2.48,0.0,2018-01-06 02:09:00,0.0
20180106:0309,0.0,0.0,0.0,0.0,8.85,2.48,0.0,2018-01-06 03:09:00,0.0
20180106:0409,0.0,0.0,0.0,0.0,8.08,2.97,0.0,2018-01-06 04:09:00,0.0
20180106:0509,0.0,0.0,0.0,0.0,7.73,3.45,0.0,2018-01-06 05:09:00,0.0
20180106:0609,0.0,0.0,0.0,0.0,7.42,3.86,0.0,2018-01-06 06:09:00,0.0
20180106:0709,106.36,20.51,0.39,3.54,7.12,4.14,0.0,2018-01-06 07:09:00,127.26
20180106:0809,300.42,102.47,2.22,14.82,8.3,3.79,0.0,2018-01-06 08:09:00,405.11
20180106:0909,517.5,133.89,4.05,24.86,12.4,3.86,0.0,2018-01-06 09:09:00,655.4399999999999
20180106:1009,691.27,149.42,5.5,32.96,16.26,5.31,0.0,2018-01-06 10:09:00,846.1899999999999
20180106:1109,807.46,150.96,6.41,38.22,18.8,6.83,0.0,2018-01-06 11:09:00,964.83
20180106:1209,860.16,141.16,6.72,39.71,20.61,7.93,0.0,2018-01-06 12:09:00,1008.04
20180106:1309,784.49,148.63,6.21,37.11,21.7,8.62,0.0,2018-01-06 13:09:00,939.33
20180106:1409,682.53,128.11,5.22,30.98,22.21,9.03,0.0,2018-01-06 14:09:00,815.86
20180106:1509,354.47,165.33,3.3,22.26,22.27,9.03,0.0,2018-01-06 15:09:00,523.1
20180106:1609,236.45,86.21,1.67,11.82,21.91,8.69,0.0,2018-01-06 16:09:00,324.33
20180106:1709,0.0,0.0,0.0,0.0,20.77,6.97,0.0,2018-01-06 17:09:00,0.0
20180106:1809,0.0,0.0,0.0,0.0,19.16,6.48,0.0,2018-01-06 18:09:00,0.0
20180106:1909,0.0,0.0,0.0,0.0,18.11,6.62,0.0,2018-01-06 19:09:00,0.0
20180106:2009,0.0,0.0,0.0,0.0,17.14,6.83,0.0,2018-01-06 20:09:00,0.0
20180106:2109,0.0,0.0,0.0,0.0,16.34,6.9,0.0,2018-01-06 21:09:00,0.0
20180106:2209,0.0,0.0,0.0,0.0,15.71,7.24,0.0,2018-01-06 22:09:00,0.0
20180106:2309,0.0,0.0,0.0,0.0,15.18,7.52,0.0,2018-01-06 23:09:00,0.0
20180107:0009,0.0,0.0,0.0,0.0,14.67,7.72,0.0,2018-01-07 00:09:00,0.0
20180107:0109,0.0,0.0,0.0,0.0,14.13,7.72,0.0,2018-01-07 01:09:00,0.0
20180107:0209,0.0,0.0,0.0,0.0,13.45,7.31,0.0,2018-01-07 02:09:00,0.0
20180107:0309,0.0,0.0,0.0,0.0,12.52,6.41,0.0,2018-01-07 03:09:00,0.0
20180107:0409,0.0,0.0,0.0,0.0,11.55,5.52,0.0,2018-01-07 04:09:00,0.0
20180107:0509,0.0,0.0,0.0,0.0,10.82,5.1,0.0,2018-01-07 05:09:00,0.0
20180107:0609,0.0,0.0,0.0,0.0,10.29,4.9,0.0,2018-01-07 06:09:00,0.0
20180107:0709,0.0,12.39,0.12,3.52,9.73,4.76,0.0,2018-01-07 07:09:00,12.51
20180107:0809,101.16,129.84,1.62,14.83,10.41,4.69,0.0,2018-01-07 08:09:00,232.62
20180107:0909,529.09,121.21,4.03,24.89,12.55,5.59,0.0,2018-01-07 09:09:00,654.33
20180107:1009,633.17,167.88,5.29,33.02,14.42,7.17,0.0,2018-01-07 10:09:00,806.3399999999999
20180107:1109,831.83,131.04,6.43,38.31,15.73,8.62,0.0,2018-01-07 11:09:00,969.3
20180107:1209,872.92,125.86,6.7,39.84,16.74,9.31,0.0,2018-01-07 12:09:00,1005.48
20180107:1309,821.65,123.88,6.28,37.26,17.52,10.07,0.0,2018-01-07 13:09:00,951.81
20180107:1409,682.43,122.56,5.19,31.13,17.92,10.48,0.0,2018-01-07 14:09:00,810.1800000000001
20180107:1509,499.33,104.89,3.64,22.41,18.01,10.62,0.0,2018-01-07 15:09:00,607.86
20180107:1609,232.61,83.86,1.65,11.97,17.79,10.76,0.0,2018-01-07 16:09:00,318.12
20180107:1709,0.0,0.0,0.0,0.0,17.18,9.24,0.0,2018-01-07 17:09:00,0.0
20180107:1809,0.0,0.0,0.0,0.0,16.52,7.93,0.0,2018-01-07 18:09:00,0.0
20180107:1909,0.0,0.0,0.0,0.0,16.14,7.17,0.0,2018-01-07 19:09:00,0.0
20180107:2009,0.0,0.0,0.0,0.0,15.79,7.03,0.0,2018-01-07 20:09:00,0.0
20180107:2109,0.0,0.0,0.0,0.0,15.29,6.76,0.0,2018-01-07 21:09:00,0.0
20180107:2209,0.0,0.0,0.0,0.0,14.72,6.69,0.0,2018-01-07 22:09:00,0.0
20180107:2309,0.0,0.0,0.0,0.0,14.14,6.62,0.0,2018-01-07 23:09:00,0.0
20180108:0009,0.0,0.0,0.0,0.0,13.51,6.34,0.0,2018-01-08 00:09:00,0.0
20180108:0109,0.0,0.0,0.0,0.0,12.52,5.86,0.0,2018-01-08 01:09:00,0.0
20180108:0209,0.0,0.0,0.0,0.0,11.6,5.31,0.0,2018-01-08 02:09:00,0.0
20180108:0309,0.0,0.0,0.0,0.0,10.6,4.76,0.0,2018-01-08 03:09:00,0.0
20180108:0409,0.0,0.0,0.0,0.0,9.57,4.07,0.0,2018-01-08 04:09:00,0.0
20180108:0509,0.0,0.0,0.0,0.0,8.52,3.72,0.0,2018-01-08 05:09:00,0.0
20180108:0609,0.0,0.0,0.0,0.0,7.54,3.86,0.0,2018-01-08 06:09:00,0.0
20180108:0709,28.58,21.86,0.26,3.51,6.71,4.07,0.0,2018-01-08 07:09:00,50.699999999999996
20180108:0809,227.53,119.13,2.03,14.83,7.69,3.72,0.0,2018-01-08 08:09:00,348.68999999999994
20180108:0909,476.68,146.43,3.93,24.92,10.54,4.07,0.0,2018-01-08 09:09:00,627.04
20180108:1009,702.18,137.93,5.5,33.09,12.91,4.69,0.0,2018-01-08 10:09:00,845.6099999999999
20180108:1109,840.43,129.87,6.48,38.41,14.28,4.97,0.0,2018-01-08 11:09:00,976.78
20180108:1209,917.99,107.44,6.87,39.97,15.49,5.24,0.0,2018-01-08 12:09:00,1032.3
20180108:1309,715.97,179.23,6.03,37.42,16.69,6.34,0.0,2018-01-08 13:09:00,901.23
20180108:1409,699.98,117.75,5.27,31.29,17.28,7.31,0.0,2018-01-08 14:09:00,823.0
20180108:1509,236.76,192.19,2.95,22.57,17.37,7.59,0.0,2018-01-08 15:09:00,431.9
20180108:1609,202.92,94.77,1.62,12.13,17.01,7.38,0.0,2018-01-08 16:09:00,299.31
20180108:1709,0.0,0.0,0.0,0.0,16.17,6.07,0.0,2018-01-08 17:09:00,0.0
20180108:1809,0.0,0.0,0.0,0.0,14.9,4.83,0.0,2018-01-08 18:09:00,0.0
20180108:1909,0.0,0.0,0.0,0.0,13.98,3.52,0.0,2018-01-08 19:09:00,0.0
20180108:2009,0.0,0.0,0.0,0.0,12.86,3.1,0.0,2018-01-08 20:09:00,0.0
20180108:2109,0.0,0.0,0.0,0.0,11.75,3.03,0.0,2018-01-08 21:09:00,0.0
20180108:2209,0.0,0.0,0.0,0.0,10.68,3.03,0.0,2018-01-08 22:09:00,0.0
20180108:2309,0.0,0.0,0.0,0.0,9.59,2.9,0.0,2018-01-08 23:09:00,0.0
20180109:0009,0.0,0.0,0.0,0.0,8.47,2.83,0.0,2018-01-09 00:09:00,0.0
20180109:0109,0.0,0.0,0.0,0.0,7.33,2.69,0.0,2018-01-09 01:09:00,0.0
20180109:0209,0.0,0.0,0.0,0.0,6.14,2.34,0.0,2018-01-09 02:09:00,0.0
20180109:0309,0.0,0.0,0.0,0.0,5.69,2.0,0.0,2018-01-09 03:09:00,0.0
20180109:0409,0.0,0.0,0.0,0.0,6.42,1.52,0.0,2018-01-09 04:09:00,0.0
20180109:0509,0.0,0.0,0.0,0.0,7.37,1.03,0.0,2018-01-09 05:09:00,0.0
20180109:0609,0.0,0.0,0.0,0.0,6.07,1.52,0.0,2018-01-09 06:09:00,0.0
20180109:0709,0.0,0.0,0.0,0.0,6.79,1.17,0.0,2018-01-09 07:09:00,0.0
20180109:0809,294.65,102.99,2.21,14.85,5.61,1.52,0.0,2018-01-09 08:09:00,399.84999999999997
20180109:0909,522.35,129.81,4.07,24.96,8.66,0.76,0.0,2018-01-09 09:09:00,656.2300000000001
20180109:1009,699.48,142.82,5.53,33.16,11.82,0.55,0.0,2018-01-09 10:09:00,847.8299999999999
20180109:1109,817.75,144.36,6.46,38.52,13.84,1.66,0.0,2018-01-09 11:09:00,968.57
20180109:1209,882.59,129.67,6.81,40.11,15.31,3.03,0.0,2018-01-09 12:09:00,1019.0699999999999
20180109:1309,797.1,143.23,6.29,37.58,16.32,3.93,0.0,2018-01-09 13:09:00,946.62
20180109:1409,651.09,145.28,5.19,31.46,16.95,4.21,0.0,2018-01-09 14:09:00,801.5600000000001
20180109:1509,510.0,107.52,3.74,22.74,17.19,4.0,0.0,2018-01-09 15:09:00,621.26
20180109:1609,260.5,81.57,1.77,12.28,17.05,3.86,0.0,2018-01-09 16:09:00,343.84
20180109:1709,0.0,0.0,0.0,0.0,16.42,3.24,0.0,2018-01-09 17:09:00,0.0
20180109:1809,0.0,0.0,0.0,0.0,15.05,2.97,0.0,2018-01-09 18:09:00,0.0
20180109:1909,0.0,0.0,0.0,0.0,14.02,3.24,0.0,2018-01-09 19:09:00,0.0
20180109:2009,0.0,0.0,0.0,0.0,12.82,3.38,0.0,2018-01-09 20:09:00,0.0
20180109:2109,0.0,0.0,0.0,0.0,11.68,3.24,0.0,2018-01-09 21:09:00,0.0
20180109:2209,0.0,0.0,0.0,0.0,10.49,3.03,0.0,2018-01-09 22:09:00,0.0
20180109:2309,0.0,0.0,0.0,0.0,9.29,3.03,0.0,2018-01-09 23:09:00,0.0
20180110:0009,0.0,0.0,0.0,0.0,8.17,3.1,0.0,2018-01-10 00:09:00,0.0
20180110:0109,0.0,0.0,0.0,0.0,7.25,3.24,0.0,2018-01-10 01:09:00,0.0
20180110:0209,0.0,0.0,0.0,0.0,6.46,3.31,0.0,2018-01-10 02:09:00,0.0
20180110:0309,0.0,0.0,0.0,0.0,5.77,3.31,0.0,2018-01-10 03:09:00,0.0
20180110:0409,0.0,0.0,0.0,0.0,5.1,3.31,0.0,2018-01-10 04:09:00,0.0
20180110:0509,0.0,0.0,0.0,0.0,4.51,3.38,0.0,2018-01-10 05:09:00,0.0
20180110:0609,0.0,0.0,0.0,0.0,3.94,3.38,0.0,2018-01-10 06:09:00,0.0
20180110:0709,0.0,0.0,0.0,0.0,3.88,3.59,0.0,2018-01-10 07:09:00,0.0
20180110:0809,290.15,99.68,2.17,14.87,5.36,3.17,0.0,2018-01-10 08:09:00,392.0
20180110:0909,490.19,137.98,3.95,25.01,9.75,2.97,0.0,2018-01-10 09:09:00,632.12
20180110:1009,671.98,149.01,5.42,33.24,13.68,3.38,0.0,2018-01-10 10:09:00,826.41
20180110:1109,788.0,151.91,6.33,38.64,15.58,3.79,0.0,2018-01-10 11:09:00,946.24
20180110:1209,865.51,131.48,6.73,40.26,17.24,4.21,0.0,2018-01-10 12:09:00,1003.72
20180110:1309,782.67,143.67,6.21,37.75,18.6,4.62,0.0,2018-01-10 13:09:00,932.55
20180110:1409,650.87,138.47,5.15,31.63,19.48,5.03,0.0,2018-01-10 14:09:00,794.49
20180110:1509,527.09,97.17,3.78,22.9,19.77,5.1,0.0,2018-01-10 15:09:00,628.04
20180110:1609,248.6,84.07,1.75,12.45,19.51,4.9,0.0,2018-01-10 16:09:00,334.41999999999996
20180110:1709,0.0,0.0,0.0,0.0,18.65,4.14,0.0,2018-01-10 17:09:00,0.0
20180110:1809,0.0,0.0,0.0,0.0,17.17,3.93,0.0,2018-01-10 18:09:00,0.0
20180110:1909,0.0,0.0,0.0,0.0,16.37,3.86,0.0,2018-01-10 19:09:00,0.0
20180110:2009,0.0,0.0,0.0,0.0,15.3,3.72,0.0,2018-01-10 20:09:00,0.0
20180110:2109,0.0,0.0,0.0,0.0,14.22,3.52,0.0,2018-01-10 21:09:00,0.0
20180110:2209,0.0,0.0,0.0,0.0,13.1,3.38,0.0,2018-01-10 22:09:00,0.0
20180110:2309,0.0,0.0,0.0,0.0,12.06,3.38,0.0,2018-01-10 23:09:00,0.0
20180111:0009,0.0,0.0,0.0,0.0,11.13,3.45,0.0,2018-01-11 00:09:00,0.0
20180111:0109,0.0,0.0,0.0,0.0,10.31,3.45,0.0,2018-01-11 01:09:00,0.0
20180111:0209,0.0,0.0,0.0,0.0,9.61,3.45,0.0,2018-01-11 02:09:00,0.0
20180111:0309,0.0,0.0,0.0,0.0,8.99,3.45,0.0,2018-01-11 03:09:00,0.0
20180111:0409,0.0,0.0,0.0,0.0,8.43,3.45,0.0,2018-01-11 04:09:00,0.0
20180111:0509,0.0,0.0,0.0,0.0,7.88,3.31,0.0,2018-01-11 05:09:00,0.0
20180111:0609,0.0,0.0,0.0,0.0,7.26,3.1,0.0,2018-01-11 06:09:00,0.0
20180111:0709,36.28,22.32,0.28,3.5,6.71,3.17,0.0,2018-01-11 07:09:00,58.88
20180111:0809,294.7,97.25,2.18,14.89,7.71,2.69,0.0,2018-01-11 08:09:00,394.13
20180111:0909,506.07,129.73,3.99,25.06,11.93,2.55,0.0,2018-01-11 09:09:00,639.79
20180111:1009,693.87,136.99,5.47,33.33,15.7,2.9,0.0,2018-01-11 10:09:00,836.33
20180111:1109,821.82,135.09,6.44,38.76,17.91,3.45,0.0,2018-01-11 11:09:00,963.3500000000001
20180111:1209,863.85,131.2,6.73,40.41,19.36,3.38,0.0,2018-01-11 12:09:00,1001.78
20180111:1309,754.05,157.46,6.15,37.92,20.32,3.03,0.0,2018-01-11 13:09:00,917.66
20180111:1409,660.85,134.75,5.2,31.81,20.95,2.76,0.0,2018-01-11 14:09:00,800.8000000000001
20180111:1509,512.36,104.2,3.76,23.08,21.24,2.76,0.0,2018-01-11 15:09:00,620.32
20180111:1609,248.51,84.93,1.77,12.61,21.11,2.76,0.0,2018-01-11 16:09:00,335.21
20180111:1709,0.0,0.0,0.0,0.0,20.51,2.69,0.0,2018-01-11 17:09:00,0.0
20180111:1809,0.0,0.0,0.0,0.0,19.07,2.97,0.0,2018-01-11 18:09:00,0.0
20180111:1909,0.0,0.0,0.0,0.0,17.92,3.31,0.0,2018-01-11 19:09:00,0.0
20180111:2009,0.0,0.0,0.0,0.0,16.69,3.24,0.0,2018-01-11 20:09:00,0.0
20180111:2109,0.0,0.0,0.0,0.0,15.35,2.69,0.0,2018-01-11 21:09:00,0.0
20180111:2209,0.0,0.0,0.0,0.0,13.75,2.21,0.0,2018-01-11 22:09:00,0.0
20180111:2309,0.0,0.0,0.0,0.0,12.35,2.34,0.0,2018-01-11 23:09:00,0.0
20180112:0009,0.0,0.0,0.0,0.0,11.21,2.76,0.0,2018-01-12 00:09:00,0.0
