time,beam_poa_w_m2,diffuse_poa_w_m2,reflected_poa_w_m2,H_sun,temp_air_c,wind_speed_m_s,Int,date,poa_w_m2
20180101:0010,0.0,0.0,0.0,0.0,7.59,8.21,0.0,2018-01-01 00:10:00,0.0
20180101:0110,0.0,0.0,0.0,0.0,7.19,8.97,0.0,2018-01-01 01:10:00,0.0
20180101:0210,0.0,0.0,0.0,0.0,7.07,9.1,0.0,2018-01-01 02:10:00,0.0
20180101:0310,0.0,0.0,0.0,0.0,7.06,8.55,0.0,2018-01-01 03:10:00,0.0
20180101:0410,0.0,0.0,0.0,0.0,6.67,8.0,0.0,2018-01-01 04:10:00,0.0
20180101:0510,0.0,0.0,0.0,0.0,6.39,7.45,0.0,2018-01-01 05:10:00,0.0
20180101:0610,0.0,0.0,0.0,0.0,6.18,7.03,0.0,2018-01-01 06:10:00,0.0
20180101:0710,0.0,0.0,0.0,0.0,6.14,6.9,0.0,2018-01-01 07:10:00,0.0
20180101:0810,7.53,10.84,0.11,2.46,6.06,6.9,0.0,2018-01-01 08:10:00,18.48
20180101:0910,230.0,79.42,1.11,8.73,6.22,6.83,0.0,2018-01-01 09:10:00,310.53000000000003
20180101:1010,313.03,112.65,1.81,13.28,6.82,6.83,0.0,2018-01-01 10:10:00,427.48999999999995
20180101:1110,52.6,126.92,1.35,15.74,7.4,5.72,0.0,2018-01-01 11:10:00,180.87
20180101:1210,16.68,105.87,1.08,15.88,7.47,5.1,0.0,2018-01-01 12:10:00,123.63000000000001
20180101:1310,0.0,39.07,0.38,13.7,7.28,5.93,0.0,2018-01-01 13:10:00,39.45
20180101:1410,0.0,29.54,0.29,9.39,5.87,5.31,0.0,2018-01-01 14:10:00,29.83
20180101:1510,0.0,6.67,0.07,3.3,4.7,4.14,0.0,2018-01-01 15:10:00,6.74
20180101:1610,0.0,0.0,0.0,0.0,4.76,3.24,0.0,2018-01-01 16:10:00,0.0
20180101:1710,0.0,0.0,0.0,0.0,5.17,2.07,0.0,2018-01-01 17:10:00,0.0
20180101:1810,0.0,0.0,0.0,0.0,5.18,2.69,0.0,2018-01-01 18:10:00,0.0
20180101:1910,0.0,0.0,0.0,0.0,4.55,4.48,0.0,2018-01-01 19:10:00,0.0
20180101:2010,0.0,0.0,0.0,0.0,4.25,4.69,0.0,2018-01-01 20:10:00,0.0
20180101:2110,0.0,0.0,0.0,0.0,4.38,5.03,0.0,2018-01-01 21:10:00,0.0
20180101:2210,0.0,0.0,0.0,0.0,5.11,5.66,0.0,2018-01-01 22:10:00,0.0
20180101:2310,0.0,0.0,0.0,0.0,5.36,6.07,0.0,2018-01-01 23:10:00,0.0
20180102:0010,0.0,0.0,0.0,0.0,5.26,5.59,0.0,2018-01-02 00:10:00,0.0
20180102:0110,0.0,0.0,0.0,0.0,5.14,5.79,0.0,2018-01-02 01:10:00,0.0
20180102:0210,0.0,0.0,0.0,0.0,5.27,6.55,0.0,2018-01-02 02:10:00,0.0
20180102:0310,0.0,0.0,0.0,0.0,5.25,6.97,0.0,2018-01-02 03:10:00,0.0
20180102:0410,0.0,0.0,0.0,0.0,5.17,6.76,0.0,2018-01-02 04:10:00,0.0
20180102:0510,0.0,0.0,0.0,0.0,5.11,6.14,0.0,2018-01-02 05:10:00,0.0
20180102:0610,0.0,0.0,0.0,0.0,4.98,5.72,0.0,2018-01-02 06:10:00,0.0
20180102:0710,0.0,0.0,0.0,0.0,4.69,5.03,0.0,2018-01-02 07:10:00,0.0
20180102:0810,0.0,7.62,0.07,2.48,4.37,4.62,0.0,2018-01-02 08:10:00,7.69
20180102:0910,87.84,78.61,0.85,8.77,4.33,4.07,0.0,2018-01-02 09:10:00,167.29999999999998
20180102:1010,140.64,124.99,1.46,13.34,4.89,3.52,0.0,2018-01-02 10:10:00,267.09
20180102:1110,14.3,103.5,1.05,15.81,5.65,4.0,0.0,2018-01-02 11:10:00,118.85
20180102:1210,26.11,115.47,1.19,15.98,6.2,4.07,0.0,2018-01-02 12:10:00,142.76999999999998
20180102:1310,2.52,69.91,0.69,13.8,6.73,4.34,0.0,2018-01-02 13:10:00,73.11999999999999
20180102:1410,24.05,65.67,0.67,9.5,6.97,4.83,0.0,2018-01-02 14:10:00,90.39
20180102:1510,28.95,19.36,0.22,3.43,7.01,5.17,0.0,2018-01-02 15:10:00,48.53
20180102:1610,0.0,0.0,0.0,0.0,6.88,5.52,0.0,2018-01-02 16:10:00,0.0
20180102:1710,0.0,0.0,0.0,0.0,6.55,6.14,0.0,2018-01-02 17:10:00,0.0
20180102:1810,0.0,0.0,0.0,0.0,6.71,7.24,0.0,2018-01-02 18:10:00,0.0
20180102:1910,0.0,0.0,0.0,0.0,6.81,7.45,0.0,2018-01-02 19:10:00,0.0
20180102:2010,0.0,0.0,0.0,0.0,7.4,7.31,0.0,2018-01-02 20:10:00,0.0
20180102:2110,0.0,0.0,0.0,0.0,7.91,6.76,0.0,2018-01-02 21:10:00,0.0
20180102:2210,0.0,0.0,0.0,0.0,8.44,6.62,0.0,2018-01-02 22:10:00,0.0
20180102:2310,0.0,0.0,0.0,0.0,8.95,7.03,0.0,2018-01-02 23:10:00,0.0
20180103:0010,0.0,0.0,0.0,0.0,9.72,7.72,0.0,2018-01-03 00:10:00,0.0
20180103:0110,0.0,0.0,0.0,0.0,10.42,9.52,0.0,2018-01-03 01:10:00,0.0
20180103:0210,0.0,0.0,0.0,0.0,10.46,10.55,0.0,2018-01-03 02:10:00,0.0
20180103:0310,0.0,0.0,0.0,0.0,10.8,11.24,0.0,2018-01-03 03:10:00,0.0
20180103:0410,0.0,0.0,0.0,0.0,10.7,10.83,0.0,2018-01-03 04:10:00,0.0
20180103:0510,0.0,0.0,0.0,0.0,9.06,10.28,0.0,2018-01-03 05:10:00,0.0
20180103:0610,0.0,0.0,0.0,0.0,7.79,10.14,0.0,2018-01-03 06:10:00,0.0
20180103:0710,0.0,0.0,0.0,0.0,7.21,10.48,0.0,2018-01-03 07:10:00,0.0
20180103:0810,0.0,5.72,0.06,2.51,6.39,9.93,0.0,2018-01-03 08:10:00,5.779999999999999
20180103:0910,40.59,67.47,0.7,8.81,6.66,9.17,0.0,2018-01-03 09:10:00,108.76
20180103:1010,119.73,121.76,1.4,13.4,7.46,9.52,0.0,2018-01-03 10:10:00,242.89000000000001
20180103:1110,0.0,42.88,0.42,15.9,8.26,10.34,0.0,2018-01-03 11:10:00,43.300000000000004
20180103:1210,0.0,23.82,0.23,16.08,8.37,10.69,0.0,2018-01-03 12:10:00,24.05
20180103:1310,0.0,50.5,0.5,13.92,8.55,10.07,0.0,2018-01-03 13:10:00,51.0
20180103:1410,0.0,17.15,0.17,9.63,8.53,9.86,0.0,2018-01-03 14:10:00,17.32
20180103:1510,0.0,6.67,0.07,3.56,8.44,8.83,0.0,2018-01-03 15:10:00,6.74
20180103:1610,0.0,0.0,0.0,0.0,7.83,8.28,0.0,2018-01-03 16:10:00,0.0
20180103:1710,0.0,0.0,0.0,0.0,7.42,7.86,0.0,2018-01-03 17:10:00,0.0
20180103:1810,0.0,0.0,0.0,0.0,7.37,7.59,0.0,2018-01-03 18:10:00,0.0
20180103:1910,0.0,0.0,0.0,0.0,7.22,7.59,0.0,2018-01-03 19:10:00,0.0
20180103:2010,0.0,0.0,0.0,0.0,7.21,7.24,0.0,2018-01-03 20:10:00,0.0
20180103:2110,0.0,0.0,0.0,0.0,7.19,6.9,0.0,2018-01-03 21:10:00,0.0
20180103:2210,0.0,0.0,0.0,0.0,7.04,6.62,0.0,2018-01-03 22:10:00,0.0
20180103:2310,0.0,0.0,0.0,0.0,6.8,6.41,0.0,2018-01-03 23:10:00,0.0
20180104:0010,0.0,0.0,0.0,0.0,6.7,6.21,0.0,2018-01-04 00:10:00,0.0
20180104:0110,0.0,0.0,0.0,0.0,6.48,5.86,0.0,2018-01-04 01:10:00,0.0
20180104:0210,0.0,0.0,0.0,0.0,6.41,5.38,0.0,2018-01-04 02:10:00,0.0
20180104:0310,0.0,0.0,0.0,0.0,6.36,4.97,0.0,2018-01-04 03:10:00,0.0
20180104:0410,0.0,0.0,0.0,0.0,6.3,4.62,0.0,2018-01-04 04:10:00,0.0
20180104:0510,0.0,0.0,0.0,0.0,6.24,4.07,0.0,2018-01-04 05:10:00,0.0
20180104:0610,0.0,0.0,0.0,0.0,5.89,3.66,0.0,2018-01-04 06:10:00,0.0
20180104:0710,0.0,0.0,0.0,0.0,6.84,4.0,0.0,2018-01-04 07:10:00,0.0
20180104:0810,0.0,4.76,0.05,2.54,7.02,3.52,0.0,2018-01-04 08:10:00,4.81
20180104:0910,37.26,67.8,0.7,8.87,7.31,3.03,0.0,2018-01-04 09:10:00,105.76
20180104:1010,0.0,38.11,0.37,13.47,7.61,3.52,0.0,2018-01-04 10:10:00,38.48
20180104:1110,0.0,30.49,0.3,15.99,8.13,4.55,0.0,2018-01-04 11:10:00,30.79
20180104:1210,2.35,82.27,0.82,16.19,9.65,6.41,0.0,2018-01-04 12:10:00,85.43999999999998
20180104:1310,0.0,62.89,0.62,14.04,11.63,8.34,0.0,2018-01-04 13:10:00,63.51
20180104:1410,250.95,82.75,1.26,9.76,11.85,9.1,0.0,2018-01-04 14:10:00,334.96
20180104:1510,0.0,8.58,0.08,3.7,11.56,8.69,0.0,2018-01-04 15:10:00,8.66
20180104:1610,0.0,0.0,0.0,0.0,11.09,9.1,0.0,2018-01-04 16:10:00,0.0
20180104:1710,0.0,0.0,0.0,0.0,10.74,9.03,0.0,2018-01-04 17:10:00,0.0
20180104:1810,0.0,0.0,0.0,0.0,10.06,9.1,0.0,2018-01-04 18:10:00,0.0
20180104:1910,0.0,0.0,0.0,0.0,9.31,8.97,0.0,2018-01-04 19:10:00,0.0
20180104:2010,0.0,0.0,0.0,0.0,8.78,8.41,0.0,2018-01-04 20:10:00,0.0
20180104:2110,0.0,0.0,0.0,0.0,8.05,7.45,0.0,2018-01-04 21:10:00,0.0
20180104:2210,0.0,0.0,0.0,0.0,7.59,7.1,0.0,2018-01-04 22:10:00,0.0
20180104:2310,0.0,0.0,0.0,0.0,7.19,6.76,0.0,2018-01-04 23:10:00,0.0
20180105:0010,0.0,0.0,0.0,0.0,6.99,6.21,0.0,2018-01-05 00:10:00,0.0
20180105:0110,0.0,0.0,0.0,0.0,7.0,5.79,0.0,2018-01-05 01:10:00,0.0
20180105:0210,0.0,0.0,0.0,0.0,7.05,6.55,0.0,2018-01-05 02:10:00,0.0
20180105:0310,0.0,0.0,0.0,0.0,8.02,8.34,0.0,2018-01-05 03:10:00,0.0
20180105:0410,0.0,0.0,0.0,0.0,8.02,7.72,0.0,2018-01-05 04:10:00,0.0
20180105:0510,0.0,0.0,0.0,0.0,7.95,6.9,0.0,2018-01-05 05:10:00,0.0
20180105:0610,0.0,0.0,0.0,0.0,7.81,6.34,0.0,2018-01-05 06:10:00,0.0
20180105:0710,0.0,0.0,0.0,0.0,7.84,5.38,0.0,2018-01-05 07:10:00,0.0
20180105:0810,0.0,7.62,0.07,2.59,7.62,4.62,0.0,2018-01-05 08:10:00,7.69
20180105:0910,15.43,58.2,0.59,8.93,7.93,4.34,0.0,2018-01-05 09:10:00,74.22
20180105:1010,17.68,91.88,0.94,13.55,8.34,4.0,0.0,2018-01-05 10:10:00,110.5
20180105:1110,91.87,140.93,1.56,16.09,8.84,4.07,0.0,2018-01-05 11:10:00,234.36
20180105:1210,84.38,141.28,1.56,16.3,9.12,3.38,0.0,2018-01-05 12:10:00,227.22
20180105:1310,14.87,93.17,0.95,14.17,9.5,3.66,0.0,2018-01-05 13:10:00,108.99000000000001
20180105:1410,96.51,88.71,0.98,9.9,9.68,4.55,0.0,2018-01-05 14:10:00,186.2
20180105:1510,0.0,7.62,0.07,3.84,9.05,5.1,0.0,2018-01-05 15:10:00,7.69
20180105:1610,0.0,0.0,0.0,0.0,8.37,5.59,0.0,2018-01-05 16:10:00,0.0
20180105:1710,0.0,0.0,0.0,0.0,7.89,4.9,0.0,2018-01-05 17:10:00,0.0
20180105:1810,0.0,0.0,0.0,0.0,7.31,4.62,0.0,2018-01-05 18:10:00,0.0
20180105:1910,0.0,0.0,0.0,0.0,6.86,4.34,0.0,2018-01-05 19:10:00,0.0
20180105:2010,0.0,0.0,0.0,0.0,6.22,4.34,0.0,2018-01-05 20:10:00,0.0
20180105:2110,0.0,0.0,0.0,0.0,5.81,4.34,0.0,2018-01-05 21:10:00,0.0
20180105:2210,0.0,0.0,0.0,0.0,5.42,4.0,0.0,2018-01-05 22:10:00,0.0
20180105:2310,0.0,0.0,0.0,0.0,5.11,3.66,0.0,2018-01-05 23:10:00,0.0
20180106:0010,0.0,0.0,0.0,0.0,4.52,3.24,0.0,2018-01-06 00:10:00,0.0
20180106:0110,0.0,0.0,0.0,0.0,4.09,3.17,0.0,2018-01-06 01:10:00,0.0
20180106:0210,0.0,0.0,0.0,0.0,3.81,2.97,0.0,2018-01-06 02:10:00,0.0
20180106:0310,0.0,0.0,0.0,0.0,3.53,2.69,0.0,2018-01-06 03:10:00,0.0
20180106:0410,0.0,0.0,0.0,0.0,3.28,2.48,0.0,2018-01-06 04:10:00,0.0
20180106:0510,0.0,0.0,0.0,0.0,3.15,2.14,0.0,2018-01-06 05:10:00,0.0
20180106:0610,0.0,0.0,0.0,0.0,3.23,1.86,0.0,2018-01-06 06:10:00,0.0
20180106:0710,0.0,0.0,0.0,0.0,3.15,1.72,0.0,2018-01-06 07:10:00,0.0
20180106:0810,27.99,15.02,0.17,2.64,2.94,1.38,0.0,2018-01-06 08:10:00,43.18
20180106:0910,12.26,55.59,0.56,8.99,4.0,0.62,0.0,2018-01-06 09:10:00,68.41000000000001
20180106:1010,25.13,97.22,1.0,13.64,5.28,0.07,0.0,2018-01-06 10:10:00,123.35
20180106:1110,9.38,100.66,1.01,16.19,6.07,0.48,0.0,2018-01-06 11:10:00,111.05
20180106:1210,0.0,66.7,0.66,16.42,6.53,1.17,0.0,2018-01-06 12:10:00,67.36
20180106:1310,0.0,53.36,0.52,14.31,6.68,2.07,0.0,2018-01-06 13:10:00,53.88
20180106:1410,0.0,43.83,0.43,10.04,6.7,2.69,0.0,2018-01-06 14:10:00,44.26
20180106:1510,0.0,8.58,0.08,3.99,6.41,2.69,0.0,2018-01-06 15:10:00,8.66
20180106:1610,0.0,0.0,0.0,0.0,5.88,2.9,0.0,2018-01-06 16:10:00,0.0
20180106:1710,0.0,0.0,0.0,0.0,5.66,3.17,0.0,2018-01-06 17:10:00,0.0
20180106:1810,0.0,0.0,0.0,0.0,5.48,3.31,0.0,2018-01-06 18:10:00,0.0
20180106:1910,0.0,0.0,0.0,0.0,5.24,3.86,0.0,2018-01-06 19:10:00,0.0
20180106:2010,0.0,0.0,0.0,0.0,5.04,4.07,0.0,2018-01-06 20:10:00,0.0
20180106:2110,0.0,0.0,0.0,0.0,4.91,4.14,0.0,2018-01-06 21:10:00,0.0
20180106:2210,0.0,0.0,0.0,0.0,4.82,4.14,0.0,2018-01-06 22:10:00,0.0
20180106:2310,0.0,0.0,0.0,0.0,4.64,4.41,0.0,2018-01-06 23:10:00,0.0
20180107:0010,0.0,0.0,0.0,0.0,4.35,4.69,0.0,2018-01-07 00:10:00,0.0
20180107:0110,0.0,0.0,0.0,0.0,3.95,4.9,0.0,2018-01-07 01:10:00,0.0
20180107:0210,0.0,0.0,0.0,0.0,3.74,4.97,0.0,2018-01-07 02:10:00,0.0
20180107:0310,0.0,0.0,0.0,0.0,3.53,5.17,0.0,2018-01-07 03:10:00,0.0
20180107:0410,0.0,0.0,0.0,0.0,3.37,5.52,0.0,2018-01-07 04:10:00,0.0
20180107:0510,0.0,0.0,0.0,0.0,3.23,5.79,0.0,2018-01-07 05:10:00,0.0
20180107:0610,0.0,0.0,0.0,0.0,3.06,6.14,0.0,2018-01-07 06:10:00,0.0
20180107:0710,0.0,0.0,0.0,0.0,3.12,6.28,0.0,2018-01-07 07:10:00,0.0
20180107:0810,0.0,3.81,0.04,2.69,2.96,6.28,0.0,2018-01-07 08:10:00,3.85
20180107:0910,0.0,20.96,0.21,9.07,2.93,6.0,0.0,2018-01-07 09:10:00,21.17
20180107:1010,57.51,111.81,1.2,13.73,2.96,6.07,0.0,2018-01-07 10:10:00,170.51999999999998
20180107:1110,186.75,152.25,1.89,16.3,3.19,6.41,0.0,2018-01-07 11:10:00,340.89
20180107:1210,9.28,104.47,1.05,16.55,3.55,7.03,0.0,2018-01-07 12:10:00,114.8
20180107:1310,0.0,62.89,0.62,14.45,3.85,7.03,0.0,2018-01-07 13:10:00,63.51
20180107:1410,0.0,36.21,0.36,10.19,3.81,6.55,0.0,2018-01-07 14:10:00,36.57
20180107:1510,0.0,7.62,0.07,4.14,3.56,5.79,0.0,2018-01-07 15:10:00,7.69
20180107:1610,0.0,0.0,0.0,0.0,3.21,6.0,0.0,2018-01-07 16:10:00,0.0
20180107:1710,0.0,0.0,0.0,0.0,2.89,5.79,0.0,2018-01-07 17:10:00,0.0
20180107:1810,0.0,0.0,0.0,0.0,2.57,5.79,0.0,2018-01-07 18:10:00,0.0
20180107:1910,0.0,0.0,0.0,0.0,2.62,5.93,0.0,2018-01-07 19:10:00,0.0
20180107:2010,0.0,0.0,0.0,0.0,2.52,5.79,0.0,2018-01-07 20:10:00,0.0
20180107:2110,0.0,0.0,0.0,0.0,2.35,5.52,0.0,2018-01-07 21:10:00,0.0
20180107:2210,0.0,0.0,0.0,0.0,2.29,5.31,0.0,2018-01-07 22:10:00,0.0
20180107:2310,0.0,0.0,0.0,0.0,2.46,5.17,0.0,2018-01-07 23:10:00,0.0
20180108:0010,0.0,0.0,0.0,0.0,2.62,5.1,0.0,2018-01-08 00:10:00,0.0
20180108:0110,0.0,0.0,0.0,0.0,2.44,5.24,0.0,2018-01-08 01:10:00,0.0
20180108:0210,0.0,0.0,0.0,0.0,2.25,5.24,0.0,2018-01-08 02:10:00,0.0
20180108:0310,0.0,0.0,0.0,0.0,2.37,5.1,0.0,2018-01-08 03:10:00,0.0
20180108:0410,0.0,0.0,0.0,0.0,2.27,4.9,0.0,2018-01-08 04:10:00,0.0
20180108:0510,0.0,0.0,0.0,0.0,2.39,4.9,0.0,2018-01-08 05:10:00,0.0
20180108:0610,0.0,0.0,0.0,0.0,2.5,4.9,0.0,2018-01-08 06:10:00,0.0
20180108:0710,0.0,0.0,0.0,0.0,2.48,4.14,0.0,2018-01-08 07:10:00,0.0
20180108:0810,26.79,16.0,0.18,2.76,2.55,4.21,0.0,2018-01-08 08:10:00,42.97
20180108:0910,99.7,82.48,0.92,9.15,3.07,4.34,0.0,2018-01-08 09:10:00,183.1
20180108:1010,0.0,51.45,0.51,13.83,4.04,4.21,0.0,2018-01-08 10:10:00,51.96
20180108:1110,60.4,134.09,1.44,16.42,5.12,4.69,0.0,2018-01-08 11:10:00,195.93
20180108:1210,2.31,87.99,0.87,16.69,5.85,4.62,0.0,2018-01-08 12:10:00,91.17
20180108:1310,17.03,99.34,1.01,14.6,6.44,4.55,0.0,2018-01-08 13:10:00,117.38000000000001
20180108:1410,14.19,66.44,0.67,10.35,6.45,4.07,0.0,2018-01-08 14:10:00,81.3
20180108:1510,0.0,15.25,0.15,4.31,6.01,4.14,0.0,2018-01-08 15:10:00,15.4
20180108:1610,0.0,0.0,0.0,0.0,5.0,4.07,0.0,2018-01-08 16:10:00,0.0
20180108:1710,0.0,0.0,0.0,0.0,4.48,4.0,0.0,2018-01-08 17:10:00,0.0
20180108:1810,0.0,0.0,0.0,0.0,3.91,3.86,0.0,2018-01-08 18:10:00,0.0
20180108:1910,0.0,0.0,0.0,0.0,3.61,3.52,0.0,2018-01-08 19:10:00,0.0
20180108:2010,0.0,0.0,0.0,0.0,3.31,2.97,0.0,2018-01-08 20:10:00,0.0
20180108:2110,0.0,0.0,0.0,0.0,2.83,2.69,0.0,2018-01-08 21:10:00,0.0
20180108:2210,0.0,0.0,0.0,0.0,2.54,2.76,0.0,2018-01-08 22:10:00,0.0
20180108:2310,0.0,0.0,0.0,0.0,2.28,2.9,0.0,2018-01-08 23:10:00,0.0
20180109:0010,0.0,0.0,0.0,0.0,2.09,2.76,0.0,2018-01-09 00:10:00,0.0
20180109:0110,0.0,0.0,0.0,0.0,1.9,2.76,0.0,2018-01-09 01:10:00,0.0
20180109:0210,0.0,0.0,0.0,0.0,1.68,2.97,0.0,2018-01-09 02:10:00,0.0
20180109:0310,0.0,0.0,0.0,0.0,1.62,2.97,0.0,2018-01-09 03:10:00,0.0
20180109:0410,0.0,0.0,0.0,0.0,1.42,2.55,0.0,2018-01-09 04:10:00,0.0
20180109:0510,0.0,0.0,0.0,0.0,1.19,2.41,0.0,2018-01-09 05:10:00,0.0
20180109:0610,0.0,0.0,0.0,0.0,0.89,2.41,0.0,2018-01-09 06:10:00,0.0
20180109:0710,0.0,0.0,0.0,0.0,1.0,2.28,0.0,2018-01-09 07:10:00,0.0
20180109:0810,0.0,10.48,0.1,2.83,0.95,2.41,0.0,2018-01-09 08:10:00,10.58
20180109:0910,29.97,68.04,0.7,9.24,2.12,2.48,0.0,2018-01-09 09:10:00,98.71000000000001
20180109:1010,14.84,92.23,0.94,13.94,3.99,2.14,0.0,2018-01-09 10:10:00,108.01
20180109:1110,13.87,110.1,1.11,16.55,5.9,2.41,0.0,2018-01-09 11:10:00,125.08
20180109:1210,0.0,60.98,0.6,16.83,7.31,2.83,0.0,2018-01-09 12:10:00,61.58
20180109:1310,0.0,43.83,0.43,14.75,8.07,3.03,0.0,2018-01-09 13:10:00,44.26
20180109:1410,0.0,12.39,0.12,10.51,8.16,3.45,0.0,2018-01-09 14:10:00,12.51
20180109:1510,0.0,6.67,0.07,4.47,7.92,3.45,0.0,2018-01-09 15:10:00,6.74
20180109:1610,0.0,0.0,0.0,0.0,7.36,3.66,0.0,2018-01-09 16:10:00,0.0
20180109:1710,0.0,0.0,0.0,0.0,6.93,3.72,0.0,2018-01-09 17:10:00,0.0
20180109:1810,0.0,0.0,0.0,0.0,6.83,3.72,0.0,2018-01-09 18:10:00,0.0
20180109:1910,0.0,0.0,0.0,0.0,6.26,3.59,0.0,2018-01-09 19:10:00,0.0
20180109:2010,0.0,0.0,0.0,0.0,6.32,3.52,0.0,2018-01-09 20:10:00,0.0
20180109:2110,0.0,0.0,0.0,0.0,6.57,3.38,0.0,2018-01-09 21:10:00,0.0
20180109:2210,0.0,0.0,0.0,0.0,6.87,3.31,0.0,2018-01-09 22:10:00,0.0
20180109:2310,0.0,0.0,0.0,0.0,7.15,3.38,0.0,2018-01-09 23:10:00,0.0
20180110:0010,0.0,0.0,0.0,0.0,7.1,3.52,0.0,2018-01-10 00:10:00,0.0
20180110:0110,0.0,0.0,0.0,0.0,7.26,3.66,0.0,2018-01-10 01:10:00,0.0
20180110:0210,0.0,0.0,0.0,0.0,7.42,3.72,0.0,2018-01-10 02:10:00,0.0
20180110:0310,0.0,0.0,0.0,0.0,7.45,3.79,0.0,2018-01-10 03:10:00,0.0
20180110:0410,0.0,0.0,0.0,0.0,7.5,4.07,0.0,2018-01-10 04:10:00,0.0
20180110:0510,0.0,0.0,0.0,0.0,7.44,4.14,0.0,2018-01-10 05:10:00,0.0
20180110:0610,0.0,0.0,0.0,0.0,7.13,4.0,0.0,2018-01-10 06:10:00,0.0
20180110:0710,0.0,0.0,0.0,0.0,6.87,3.86,0.0,2018-01-10 07:10:00,0.0
20180110:0810,0.0,7.62,0.07,2.91,6.79,4.07,0.0,2018-01-10 08:10:00,7.69
20180110:0910,5.94,52.45,0.52,9.33,6.9,4.21,0.0,2018-01-10 09:10:00,58.910000000000004
20180110:1010,0.0,37.16,0.37,14.05,7.03,4.28,0.0,2018-01-10 10:10:00,37.529999999999994
20180110:1110,2.3,86.07,0.85,16.69,7.34,4.48,0.0,2018-01-10 11:10:00,89.21999999999998
20180110:1210,11.42,108.64,1.1,16.98,7.55,4.28,0.0,2018-01-10 12:10:00,121.16
20180110:1310,0.0,30.49,0.3,14.92,7.68,4.69,0.0,2018-01-10 13:10:00,30.79
20180110:1410,52.77,85.13,0.91,10.68,7.62,3.66,0.0,2018-01-10 14:10:00,138.81
20180110:1510,13.56,25.19,0.26,4.64,7.47,3.1,0.0,2018-01-10 15:10:00,39.01
20180110:1610,0.0,0.0,0.0,0.0,7.12,2.83,0.0,2018-01-10 16:10:00,0.0
20180110:1710,0.0,0.0,0.0,0.0,6.94,2.69,0.0,2018-01-10 17:10:00,0.0
20180110:1810,0.0,0.0,0.0,0.0,6.83,2.41,0.0,2018-01-10 18:10:00,0.0
20180110:1910,0.0,0.0,0.0,0.0,6.79,2.21,0.0,2018-01-10 19:10:00,0.0
20180110:2010,0.0,0.0,0.0,0.0,6.7,1.93,0.0,2018-01-10 20:10:00,0.0
20180110:2110,0.0,0.0,0.0,0.0,6.59,1.59,0.0,2018-01-10 21:10:00,0.0
20180110:2210,0.0,0.0,0.0,0.0,6.46,1.45,0.0,2018-01-10 22:10:00,0.0
20180110:2310,0.0,0.0,0.0,0.0,6.37,1.38,0.0,2018-01-10 23:10:00,0.0
20180111:0010,0.0,0.0,0.0,0.0,6.17,1.38,0.0,2018-01-11 00:10:00,0.0
20180111:0110,0.0,0.0,0.0,0.0,5.9,1.52,0.0,2018-01-11 01:10:00,0.0
20180111:0210,0.0,0.0,0.0,0.0,5.73,1.59,0.0,2018-01-11 02:10:00,0.0
20180111:0310,0.0,0.0,0.0,0.0,5.81,1.52,0.0,2018-01-11 03:10:00,0.0
20180111:0410,0.0,0.0,0.0,0.0,5.89,1.52,0.0,2018-01-11 04:10:00,0.0
20180111:0510,0.0,0.0,0.0,0.0,5.84,1.59,0.0,2018-01-11 05:10:00,0.0
20180111:0610,0.0,0.0,0.0,0.0,5.68,1.59,0.0,2018-01-11 06:10:00,0.0
20180111:0710,0.0,0.0,0.0,0.0,5.54,1.72,0.0,2018-01-11 07:10:00,0.0
20180111:0810,18.6,15.46,0.17,2.99,5.38,1.66,0.0,2018-01-11 08:10:00,34.230000000000004
20180111:0910,26.5,68.22,0.7,9.43,6.03,1.17,0.0,2018-01-11 09:10:00,95.42
20180111:1010,29.31,103.77,1.08,14.18,6.96,1.17,0.0,2018-01-11 10:10:00,134.16
20180111:1110,50.28,134.82,1.43,16.83,7.78,1.66,0.0,2018-01-11 11:10:00,186.53
20180111:1210,34.06,128.43,1.34,17.14,7.86,2.07,0.0,2018-01-11 12:10:00,163.83
20180111:1310,95.29,131.87,1.48,15.09,7.82,2.21,0.0,2018-01-11 13:10:00,228.64000000000001
20180111:1410,0.0,47.64,0.47,10.86,7.71,2.14,0.0,2018-01-11 14:10:00,48.11
20180111:1510,8.77,24.7,0.25,4.82,7.39,1.72,0.0,2018-01-11 15:10:00,33.72
20180111:1610,0.0,0.0,0.0,0.0,6.57,1.86,0.0,2018-01-11 16:10:00,0.0
20180111:1710,0.0,0.0,0.0,0.0,6.12,1.79,0.0,2018-01-11 17:10:00,0.0
20180111:1810,0.0,0.0,0.0,0.0,5.99,1.59,0.0,2018-01-11 18:10:00,0.0
20180111:1910,0.0,0.0,0.0,0.0,5.12,1.86,0.0,2018-01-11 19:10:00,0.0
20180111:2010,0.0,0.0,0.0,0.0,4.99,1.86,0.0,2018-01-11 20:10:00,0.0
20180111:2110,0.0,0.0,0.0,0.0,4.73,2.07,0.0,2018-01-11 21:10:00,0.0
20180111:2210,0.0,0.0,0.0,0.0,4.99,2.07,0.0,2018-01-11 22:10:00,0.0
20180111:2310,0.0,0.0,0.0,0.0,5.0,1.86,0.0,2018-01-11 23:10:00,0.0
20180112:0010,0.0,0.0,0.0,0.0,5.22,1.66,0.0,2018-01-12 00:10:00,0.0
20180112:0110,0.0,0.0,0.0,0.0,5.21,1.38,0.0,2018-01-12 01:10:00,0.0
